bhk,type,area,price,status,age,latitude,longitude
2,0.2,1200,1.4,1,0.0,19.12924194,73.0013504
1,0.0,420,0.42,1,0.0,19.1412246,73.0110802
2,0.2,1080,1.25,0,1.0,19.122177,72.998415
2,0.2,1080,1.45,0,1.0,19.122177,72.998415
2,0.2,1299,1.5,1,1.0,18.96904755,72.82118225
2,0.2,1240,1.67,1,0.0,19.1135234,73.0061453
3,0.2,1775,2.25,1,0.0,19.1135234,73.0061453
2,0.2,1090,1.6,1,0.0,19.122177,72.998415
3,0.2,1670,2.55,1,0.0,19.12924194,73.0013504
4,0.2,1180,1.65,1,1.0,19.122177,72.998415
2,0.2,957,0.82,1,0.0,19.12924194,73.0013504
2,0.2,1170,0.95,1,1.0,19.1094873,73.00783931
3,0.2,1810,2.4,1,0.0,19.1165117,72.9975227
1,0.2,620,0.59,1,0.0,19.1104631,73.0069186
2,0.2,1427,2.3,1,0.0,18.96904755,72.82118225
2,0.2,1050,1.35,1,0.0,19.122177,72.998415
2,0.2,1371,1.3,0,1.0,19.10876793,73.00807297
2,0.2,1400,1.7,1,0.0,19.125519,72.989426
1,0.2,585,0.36,1,0.0,19.24675645,73.11945195
3,0.2,1600,6.5,1,0.0,19.05883408,72.83467102
3,0.2,1300,6.5,1,0.0,19.05883408,72.83467102
3,0.2,1120,2.2,1,0.0,19.20801926,72.81999969
2,0.2,917,2.61,0,1.0,19.12493355,72.89306747
3,0.2,1205,3.36,0,1.0,19.12493355,72.89306747
2,0.2,1010,2.86,0,1.0,19.12493355,72.89306747
2,0.2,859,0.466,0,1.0,19.0137001,72.8506547
3,0.2,1200,1.9,1,0.0,19.173563,72.841265
3,0.2,2000,1.15,1,0.0,18.96904755,72.82118225
3,0.2,1769,2.3,1,1.0,19.13144,72.93561
2,0.2,1204,1.76,1,1.0,19.13144,72.93561
2,0.2,837,1.15,1,1.0,19.12962927,72.93401721
1,0.2,810,1.0,1,1.0,19.12962927,72.93401721
1,0.2,500,0.43,0,1.0,19.17578,72.8396025
5,0.2,8000,17.0,1,0.0,19.12381554,72.91261292
2,0.2,1000,1.71,0,1.0,19.11212158,72.86767578
2,0.2,1000,1.2,1,0.0,19.2710333,72.96682455
3,0.2,1200,2.58,0,1.0,19.11212158,72.86767578
2,0.2,750,1.2,1,0.0,19.2059803,72.86605835
2,0.2,750,1.21,1,0.0,19.2059803,72.86605835
2,0.2,750,1.2,1,0.0,19.2059803,72.86605835
2,0.2,985,2.3,1,0.0,19.2059803,72.86605835
3,0.2,985,2.2,1,0.0,19.2161354,72.8669617
2,0.2,760,1.25,1,0.0,19.208792,72.8623858
2,0.2,850,1.5,1,0.0,19.2086458,72.8626464
2,0.2,800,1.47,1,0.0,19.1932983,72.852478
1,0.2,650,0.7,1,0.0,19.2092059,72.8607594
2,0.2,860,1.5,1,0.0,19.1140735,72.8850167
2,0.2,700,1.2,1,0.0,19.2059803,72.86605835
1,0.2,650,0.85,1,0.0,19.22790909,72.86364746
2,0.2,765,1.32,1,0.0,19.2135713,72.8663588
1,0.0,350,0.6,1,0.0,19.22016442,72.84606756
2,0.2,700,1.1,1,0.0,19.2059803,72.86605835
2,0.2,550,1.05,1,0.0,19.2059803,72.86605835
2,0.2,800,1.35,1,0.0,19.2140603,72.8618699
2,0.2,550,1.04,1,0.0,19.2059803,72.86605835
2,0.2,550,1.05,1,0.0,19.2059803,72.86605835
2,0.2,650,1.12,1,0.0,19.2059803,72.86605835
2,0.2,650,1.15,1,0.0,19.2059803,72.86605835
2,0.2,650,1.1,1,0.0,19.2059803,72.86605835
3,0.2,1345,3.46,0,1.0,19.0999426,72.8522093
2,0.2,1040,2.49,1,0.0,19.11212158,72.86767578
2,0.2,850,2.35,1,0.0,19.17578,72.8396025
2,0.2,1045,0.9,0,1.0,19.262838,72.8718588
3,0.2,1058,1.6,0,1.0,19.27334228,72.8728458
2,0.2,970,0.83,1,0.0,19.0765097,72.8351636
2,0.2,954,3.2,0,1.0,18.99610079,72.82636894
3,0.2,1200,1.55,1,0.0,19.2965087,72.8709106
2,0.2,950,0.97,1,0.0,18.96904755,72.82118225
2,0.2,963,1.24,1,1.0,19.13144,72.93561
1,0.2,875,1.24,0,1.0,19.17482185,72.94217682
1,0.2,732,1.09,0,1.0,19.17482185,72.94217682
3,0.2,1710,4.35,1,0.0,19.04878044,72.90586853
3,0.2,1500,5.1,1,0.0,19.12464165,72.8302422
4,0.2,1050,2.5,1,1.0,18.98055077,72.83454132
2,0.2,875,0.55,1,0.0,19.2291813,72.8451321
2,0.2,875,0.7998999999999999,1,0.0,18.96904755,72.82118225
4,0.2,1208,1.16,1,0.0,19.2180673,73.0769783
2,0.2,980,0.66,1,0.0,18.96904755,72.82118225
1,0.2,590,0.39,1,0.0,19.1668339,72.9470024
1,0.2,600,0.46990000000000004,1,0.0,19.2445094,73.1262726
2,0.2,941,0.88,1,0.0,19.091349,72.909429
1,0.2,645,0.45990000000000003,1,0.0,19.2172864,73.0786002
3,0.2,1200,1.1,1,0.0,19.2456715,73.12617
3,0.2,1350,1.35,1,0.0,19.2489754,73.1268221
4,0.2,2500,2.1,0,1.0,19.2848307,72.8713958
2,0.2,975,0.995,0,1.0,19.2867558,72.861701
2,0.2,1008,0.98,0,1.0,19.281947,72.857064
3,0.2,1345,3.85,1,0.0,19.228917,72.971693
1,0.2,530,0.98,1,1.0,19.2059803,72.86605835
4,0.2,1600,1.4,1,0.0,19.1065063,72.8616943
2,0.2,1150,0.89,1,0.0,19.0249958,73.09351349
1,0.2,615,0.184,1,1.0,18.96602037,72.83980011
1,0.2,615,0.1845,1,1.0,18.96602037,72.83980011
2,0.2,755,0.225,1,1.0,18.96602037,72.83980011
1,0.2,585,0.1699,1,1.0,18.96602037,72.83980011
3,0.2,1435,2.29,0,1.0,19.136662,72.930643
1,0.2,721,1.06,1,1.0,19.1660832,72.9497668
2,0.2,1050,0.78,0,1.0,19.2866831,72.862441
2,0.2,656,1.58,1,1.0,19.2633597,72.86648308
3,0.2,1106,2.6,1,1.0,19.2633597,72.86648308
2,0.2,704,1.99,1,1.0,19.2633597,72.86648308
3,0.2,722,2.25,1,1.0,19.2633597,72.86648308
3,0.2,1177,3.28,1,1.0,19.2633597,72.86648308
3,0.2,905,2.8,1,1.0,19.2633597,72.86648308
3,0.2,805,2.5,1,1.0,19.2633597,72.86648308
3,0.2,1218,3.74,1,1.0,19.2633597,72.86648308
2,0.2,706,1.69,1,1.0,19.2633597,72.86648308
3,0.2,765,2.16,1,1.0,19.2633597,72.86648308
3,0.2,863,2.42,1,1.0,19.2633597,72.86648308
2,0.2,798,1.9,1,1.0,19.2633597,72.86648308
1,0.2,711,0.6125,1,1.0,19.1303126,72.8197715
4,0.2,2850,5.5,1,0.0,19.1512176,72.8488625
1,0.2,720,0.59,0,1.0,19.1744139,72.8475644
2,0.2,1350,1.29,0,1.0,19.2965525,72.8512179
2,0.2,1040,0.99,1,1.0,18.96904755,72.82118225
3,0.2,1535,1.83,1,1.0,19.3153116,72.8563656
2,0.2,1060,0.98,1,1.0,19.2875384,72.8773146
2,0.2,1060,0.9468000000000001,0,1.0,19.281947,72.857064
2,0.2,844,1.65,1,0.0,19.22790909,72.86364746
2,0.2,1050,1.18,1,0.0,18.96904755,72.82118225
3,0.2,2000,5.1,1,1.0,19.02507782,72.88898468
4,0.2,2240,4.0,1,0.0,19.19718178,72.87248482
2,0.2,950,1.2,1,0.0,19.10298157,73.00722504
2,0.2,695,0.39,0,1.0,19.21898895,73.08040103
2,0.2,711,1.36,0,1.0,18.96904755,72.82118225
1,0.2,550,0.31,0,1.0,19.21898895,73.08040103
2,0.2,900,1.1,0,1.0,18.96904755,72.82118225
1,0.2,650,0.82,0,1.0,18.96904755,72.82118225
2,0.2,1010,1.15,0,1.0,18.96904755,72.82118225
3,0.2,1370,2.27,0,1.0,19.283367,72.955478
3,0.2,1716,5.99,1,1.0,19.057826,72.851026
2,0.2,927,2.0,0,1.0,19.059325,72.849219
1,0.2,663,1.37,0,1.0,19.059325,72.849219
3,0.2,1506,5.35,1,1.0,19.057826,72.851026
1,0.2,875,0.7876000000000001,1,1.0,19.286443,72.861761
2,0.2,931,2.21,0,1.0,19.06111908,72.8470459
3,0.2,1257,2.0,1,1.0,19.202183,72.815331
2,0.2,1029,2.15,0,1.0,18.9085553,72.8076575
4,0.2,2485,8.75,0,1.0,19.060074,72.851922
3,0.2,1981,6.65,0,1.0,19.060074,72.851922
2,0.2,1171,4.0,0,1.0,19.060074,72.851922
2,0.2,996,2.05,0,1.0,19.06111908,72.8470459
2,0.2,957,1.4,1,1.0,19.202183,72.815331
2,0.2,860,0.92,1,0.0,19.22047017,72.98477068
1,0.2,550,0.85,1,0.0,19.2512817,72.8690795
2,0.2,1200,2.0,1,0.0,19.2290613,72.844815
2,0.2,1050,0.815,0,1.0,19.1333007,72.8433227
3,0.2,1650,1.42,1,0.0,18.967084,73.023927
1,0.2,675,0.41,1,0.0,18.97606277,73.05229187
2,0.2,1150,1.05,1,0.0,18.97606277,73.05229187
2,0.2,1100,0.86,1,0.0,19.0574589,73.09751497
1,0.2,725,0.595,1,0.0,18.985242,73.0266352
1,0.2,700,0.59,1,0.0,18.964957,73.023179
3,0.2,1660,1.55,1,0.0,18.97606277,73.05229187
2,0.2,1070,0.9,1,0.0,18.985242,73.0266352
2,0.2,1100,0.98,1,0.0,18.964957,73.023179
2,0.2,1100,0.98,1,0.0,18.964957,73.023179
2,0.2,1067,0.95,1,0.0,18.964957,73.023179
2,0.2,1100,0.71,1,0.0,18.979327,73.025064
2,0.2,1060,0.82,0,1.0,18.97606277,73.05229187
2,0.2,1377,2.67,1,0.0,19.037151,72.878775
1,0.2,730,1.09,0,1.0,19.2059803,72.86605835
4,0.2,2800,7.6,1,0.0,19.0720825,72.8645019
2,0.2,498,0.6999,0,1.0,19.2215607,72.9661429
2,0.2,498,0.6999,0,1.0,19.2215607,72.9661429
2,0.2,498,0.6999,0,1.0,19.2215607,72.9661429
2,0.2,498,0.6999,0,1.0,19.2215607,72.9661429
2,0.2,740,1.45,1,0.0,19.2443237,72.968872
2,0.2,1020,0.9849,0,1.0,19.273245,72.868841
1,0.2,675,0.6075,0,1.0,19.27368342,72.87029967
1,0.2,740,0.72,0,1.0,19.273245,72.868841
2,0.2,1100,2.8,1,0.0,19.12381554,72.91261292
2,0.2,1000,1.65,1,0.0,19.1533922,72.8308501
3,0.2,980,2.8,1,0.0,19.1095817,72.86831
1,0.2,829,1.1,1,1.0,19.17482185,72.94217682
2,0.2,1100,2.55,1,0.0,19.11212158,72.86767578
2,0.2,1140,2.1,1,0.0,19.1790246,72.8341643
4,0.2,3000,9.51,1,0.0,19.1738,72.842325
2,0.2,1150,1.1,1,0.0,18.96904755,72.82118225
2,0.2,1100,0.92,1,0.0,18.96904755,72.82118225
1,0.2,650,0.45,1,0.0,19.0708875,73.0761993
2,0.2,1100,1.0,1,0.0,19.0474911,73.0761582
2,0.2,1200,1.1,1,0.0,18.96904755,72.82118225
1,0.2,625,0.52,1,0.0,18.96904755,72.82118225
2,0.2,1100,0.95,1,0.0,19.0474911,73.0761582
2,0.2,1150,1.2,1,0.0,18.96904755,72.82118225
2,0.2,1150,0.89,1,0.0,18.936171,72.828841
2,0.2,1000,0.875,1,0.0,19.0694706,73.0702322
2,0.2,1100,1.1,1,0.0,19.0350903,73.0653949
2,0.2,900,0.9,1,0.0,18.96904755,72.82118225
2,0.2,1200,1.2,1,0.0,19.0474105,73.0815399
2,0.2,1250,1.27,1,0.0,19.085136,72.915698
2,0.2,1300,1.35,1,0.0,19.0339535,73.0672825
3,0.2,1650,1.82,1,0.0,19.0317423,73.067171
2,0.2,1150,1.07,1,0.0,18.96904755,72.82118225
3,0.2,1600,1.67,1,0.0,19.043605,73.072194
2,0.2,1090,1.9,1,0.0,19.19718178,72.87248482
2,0.2,1100,1.0,1,0.0,19.0350903,73.0653949
2,0.2,1100,0.92,1,0.0,18.96904755,72.82118225
3,0.2,1180,3.1,1,0.0,19.0446998,72.8933129
2,0.2,1060,0.91,0,0.0,19.262838,72.8718588
3,0.2,1440,4.75,1,0.0,19.053894,72.901123
2,0.2,800,2.3,1,0.0,19.0967677,72.9080131
1,0.2,500,0.9,1,0.0,19.115121,72.9003466
2,0.2,837,1.62,1,0.0,19.22790909,72.86364746
1,0.0,450,0.435,1,0.0,19.207246,72.960481
1,0.2,695,0.735,1,0.0,19.2824101,72.8769715
2,0.2,980,1.95,1,0.0,19.054161,72.900651
2,0.2,1026,1.1,1,0.0,19.294577,72.874495
1,0.2,374,0.92,0,1.0,19.2268097,72.8452312
2,0.2,1300,2.45,1,0.0,19.20801926,72.81999969
2,0.2,1200,2.35,1,0.0,19.20801926,72.81999969
2,0.2,750,1.85,1,0.0,19.23073715,72.86848469
1,0.2,650,1.41,0,1.0,19.049591,72.886739
1,0.2,680,0.65,1,0.0,19.2900149,72.8770278
1,0.2,520,0.65,1,0.0,19.2802431,72.8840376
1,0.2,650,0.6,1,0.0,19.2960882,72.8699805
3,0.2,1521,2.36,0,1.0,19.1983622,72.9678205
2,0.2,1050,0.88,0,1.0,19.2888794,72.8759155
1,0.2,900,1.2,1,1.0,19.04878044,72.90586853
3,0.2,1195,1.52,1,0.0,19.1941191,72.8270967
2,0.2,1200,1.5,1,0.0,19.12924194,73.0013504
3,0.2,1650,2.0,1,0.0,19.2803185,72.8685027
3,0.2,1600,1.65,0,1.0,19.093371,73.011901
2,0.2,1080,1.15,0,1.0,19.093371,73.011901
3,0.2,1700,1.8,1,0.0,19.0933869,73.0144719
2,0.2,1250,1.35,1,0.0,19.1103243,73.0060496
2,0.2,1000,1.05,1,0.0,19.10298157,73.00722504
3,0.2,1480,1.75,1,0.0,19.1112009,73.0048587
2,0.2,1200,0.95,1,0.0,19.10298157,73.00722504
1,0.2,675,1.0,1,0.0,19.215675,72.819954
2,0.2,850,1.5,1,0.0,19.215675,72.819954
2,0.2,1080,1.47,1,0.0,19.2158813,72.8118896
1,0.2,680,0.315,1,0.0,19.468281,72.798903
1,0.2,615,0.3011,1,1.0,19.468281,72.798903
1,0.2,630,0.30510000000000004,1,1.0,19.467864,72.79899
2,0.2,825,0.4183,0,1.0,19.46999931,72.80000305
2,0.2,970,0.52,1,1.0,19.43285301,72.8234981
1,0.2,650,0.32409999999999994,0,1.0,19.46999931,72.80000305
1,0.2,600,0.36,0,0.0,19.1405786,72.8383506
1,0.2,615,0.34490000000000004,0,0.0,19.46999931,72.80000305
1,0.2,665,0.39280000000000004,0,0.0,19.46999931,72.80000305
3,0.2,1200,0.7395,1,1.0,19.15770005,72.8511884
1,0.2,665,0.3751,0,1.0,19.4493882,72.7910626
2,0.2,865,0.4321,0,1.0,19.3735056,72.814022
3,0.2,1298,0.74,0,1.0,19.43285301,72.8234981
2,0.2,855,0.56,0,1.0,19.46999931,72.80000305
2,0.2,930,0.42,1,1.0,19.471356,72.798511
1,0.2,700,0.33,1,0.0,19.468009,72.801169
1,0.2,615,0.29510000000000003,1,1.0,19.468281,72.798903
3,0.2,1470,0.89,1,0.0,19.3701549,72.8170569
2,0.2,915,0.49950000000000006,0,1.0,19.15770005,72.8511884
3,0.2,1200,0.65,1,0.0,19.0792797,72.8299051
1,0.2,700,0.3325,1,1.0,19.46999931,72.80000305
1,0.2,630,0.3195,1,1.0,19.467864,72.79899
1,0.2,695,0.34990000000000004,0,1.0,19.15770005,72.8511884
2,0.2,930,0.3925,1,1.0,19.46999931,72.80000305
1,0.2,600,0.3486,0,0.0,19.46999931,72.80000305
2,0.2,1050,0.45,1,1.0,19.46999931,72.80000305
2,0.2,960,0.62,1,0.0,19.32412292,72.89444707
1,0.2,640,0.36479999999999996,0,1.0,19.46999931,72.80000305
2,0.2,850,0.475,0,0.0,19.1405786,72.8383506
2,0.2,672,1.08,0,1.0,19.2035136,72.9709495
2,0.2,735,1.15,0,1.0,19.2035136,72.9709495
2,0.2,626,1.0,0,1.0,19.2035136,72.9709495
3,0.2,956,1.66,0,1.0,19.2035136,72.9709495
1,0.2,438,0.72,0,1.0,19.2035136,72.9709495
2,0.2,1250,2.0,1,0.0,19.16180611,72.85758972
3,0.2,1830,3.0,1,0.0,19.1977889,72.8723211
3,0.2,1065,1.7,1,0.0,19.19718178,72.87248482
3,0.2,1245,1.9,1,0.0,19.196222,72.878012
4,0.2,2850,9.5,1,1.0,19.013997,72.8578098
2,0.2,1496,2.24,1,0.0,19.0447007,72.89335095
2,0.2,670,1.4,0,1.0,19.08267617,72.91493011
1,0.2,710,0.72,0,1.0,19.295148,72.8569964
1,0.2,635,0.43,1,1.0,19.2443542,73.1260001
1,0.2,795,0.57,0,1.0,19.2443542,73.1260001
2,0.2,1056,3.8,1,0.0,18.96790504,72.84457397
2,0.2,850,1.6,1,0.0,19.2218299,72.8597003
2,0.2,1365,0.9,1,0.0,18.96904755,72.82118225
2,0.2,1056,0.99,1,0.0,18.96904755,72.82118225
2,0.2,1100,0.9,1,0.0,18.936171,72.828841
2,0.2,1300,1.55,1,0.0,18.96904755,72.82118225
3,0.2,2400,2.4,1,0.0,19.0480209,73.0771005
2,0.2,1100,1.1,1,0.0,19.0486669,73.0790629
2,0.2,1100,1.18,1,0.0,19.0486669,73.0790629
1,0.2,650,0.59,1,0.0,19.019961,72.850301
3,0.2,1685,1.7,1,0.0,18.96904755,72.82118225
1,0.2,515,0.34,1,1.0,19.3575791,72.8552334
1,0.2,712,0.74,1,1.0,19.2676337,72.8753047
1,0.2,445,1.0,1,0.0,19.0610776,72.8508396
1,0.2,371,0.7564,0,1.0,19.2402119,72.8603297
1,0.2,374,0.6731999999999999,0,1.0,19.2402119,72.8603297
1,0.2,364,0.7425,0,1.0,19.2402119,72.8603297
2,0.2,1050,1.56,0,1.0,19.49290657,72.8639679
3,0.2,1390,1.45,1,0.0,19.294577,72.874495
2,0.2,1000,1.08,1,0.0,19.294577,72.874495
2,0.2,1180,2.48,1,0.0,19.1153169,72.8397748
1,0.2,580,0.55,0,1.0,19.2230835,72.9605102
2,0.2,823,0.83,0,1.0,19.2230835,72.9605102
1,0.2,490,0.41409999999999997,0,1.0,18.96904755,72.82118225
2,0.2,716,0.78,0,1.0,19.281502,72.954154
1,0.2,513,0.7339,0,1.0,18.9898654,72.8401231
1,0.2,602,0.88,0,1.0,18.9919314,72.8229824
1,0.2,598,0.48,0,1.0,18.96904755,72.82118225
1,0.2,680,0.52,0,1.0,18.96904755,72.82118225
2,0.2,790,0.6,0,1.0,18.96904755,72.82118225
2,0.2,729,0.58,0,1.0,18.96904755,72.82118225
1,0.2,631,0.86,0,1.0,19.2214715,72.9925565
1,0.2,388,0.4472,0,1.0,19.2215607,72.9661429
1,0.2,388,0.4472,0,1.0,19.2231925,72.9740024
1,0.2,515,0.6073,0,1.0,19.2215607,72.9661429
1,0.2,581,0.7468,0,1.0,19.2215607,72.9661429
2,0.2,783,0.9495999999999999,0,1.0,19.024013,72.866731
1,0.2,606,0.85,0,1.0,18.96904755,72.82118225
2,0.2,715,0.96,0,1.0,19.2035136,72.9709495
1,0.2,637,0.96,0,1.0,18.9919314,72.8229824
1,0.2,710,0.6,0,1.0,18.96904755,72.82118225
1,0.2,711,0.59,0,1.0,19.21898895,73.08040103
2,0.2,1050,0.82,0,1.0,19.21898895,73.08040103
1,0.2,720,0.5,0,1.0,17.49482177,78.39946143
2,0.2,1170,0.8,0,1.0,17.49482177,78.39946143
1,0.2,599,0.47,0,1.0,18.96904755,72.82118225
2,0.2,1000,0.59,1,0.0,19.26477725,73.12390285
1,0.2,585,0.1765,1,1.0,18.96602037,72.83980011
1,0.2,600,0.1725,1,1.0,18.96602037,72.83980011
1,0.2,585,0.17550000000000002,1,1.0,18.96602037,72.83980011
1,0.2,585,0.17190000000000003,1,1.0,18.96602037,72.83980011
8,0.2,5400,27.0,1,0.0,19.053832,72.905623
3,0.2,940,1.25,0,1.0,18.96904755,72.82118225
2,0.2,630,0.865,0,1.0,18.96904755,72.82118225
2,0.2,1080,1.95,0,1.0,19.1779558,72.94427
2,0.2,1000,1.8,0,1.0,19.1779558,72.94427
3,0.2,1686,3.2,0,1.0,19.1779558,72.94427
2,0.2,912,1.61,0,1.0,19.1779558,72.94427
3,0.2,1363,2.85,0,1.0,19.1779558,72.94427
2,0.2,930,1.61,0,1.0,19.1779558,72.94427
4,0.2,2032,3.16,0,1.0,19.1779558,72.94427
2,0.2,1000,1.65,1,0.0,19.1916542,72.8221891
1,0.2,400,0.85,0,1.0,19.21459529,72.82625981
2,0.2,800,1.8,0,1.0,19.30532479,72.84925358
3,0.2,1400,2.65,0,1.0,19.1942749,72.8480834
2,0.2,1600,2.15,0,1.0,19.20801926,72.81999969
2,0.2,900,1.75,1,1.0,19.202183,72.815331
1,0.2,450,0.88,0,1.0,19.2059803,72.86605835
2,0.2,550,1.2,0,1.0,19.08267617,72.91493011
1,0.2,550,0.95,1,0.0,19.49290657,72.8639679
2,0.2,750,1.1,1,0.0,19.2631695,72.8660857
1,0.2,575,0.85,1,0.0,19.256619,72.851047
1,0.2,560,1.15,1,0.0,19.2512817,72.8690795
2,0.2,800,1.4,1,0.0,19.49290657,72.8639679
3,0.2,1701,3.85,1,0.0,19.037151,72.878775
1,0.2,650,0.42,1,0.0,19.0249958,73.09351349
2,0.2,1200,0.72,1,0.0,19.0161047,73.0900258
2,0.2,1200,0.75,1,0.0,19.0249958,73.09351349
2,0.2,900,0.46,0,1.0,19.2334922,72.8625646
1,0.2,740,0.36,1,1.0,19.29609359,72.86193826
2,0.2,1338,2.66,1,0.0,19.037151,72.878775
1,0.2,520,0.2999,0,1.0,19.44361877,72.80083466
2,0.2,638,1.71,0,1.0,19.1408475,72.85286195
1,0.2,404,1.08,0,1.0,19.1408475,72.85286195
1,0.2,402,1.07,0,1.0,19.1408475,72.85286195
1,0.2,440,1.17,0,1.0,19.1408475,72.85286195
2,0.2,530,1.42,0,1.0,19.1408475,72.85286195
2,0.2,602,1.61,0,1.0,19.1408475,72.85286195
1,0.2,373,1.0,0,1.0,19.1408475,72.85286195
2,0.2,599,1.6,0,1.0,19.1408475,72.85286195
2,0.2,900,1.74,0,1.0,19.18024063,72.85900116
2,0.2,1100,1.35,1,0.0,18.96904755,72.82118225
2,0.2,910,0.95,1,0.0,19.115121,72.9003466
1,0.2,550,0.58,1,0.0,19.2099078,72.982004
4,0.2,2400,4.0,1,0.0,18.96904755,72.82118225
4,0.6,2500,2.25,1,0.0,19.2281973,72.9670735
3,0.2,1800,3.2,1,0.0,18.96904755,72.82118225
3,0.4,1800,1.6,1,0.0,19.2281973,72.9670735
2,0.2,1300,1.4,1,0.0,19.2281973,72.9670735
4,0.2,1600,2.0,1,0.0,18.96904755,72.82118225
2,0.2,1000,1.2,1,0.0,19.2231925,72.9740024
2,0.2,493,1.59,0,1.0,19.026886,73.0416107
2,0.2,522,1.69,0,1.0,19.026886,73.0416107
3,0.2,673,2.66,0,1.0,19.026886,73.0416107
3,0.2,880,2.85,0,1.0,19.026886,73.0416107
2,0.2,910,0.3575,1,1.0,18.96904755,72.82118225
1,0.2,615,0.245,1,1.0,18.96904755,72.82118225
1,0.2,615,0.245,1,1.0,18.96904755,72.82118225
1,0.2,510,0.2045,0,1.0,19.1276073,72.8409029
1,0.2,490,0.1979,0,1.0,19.24517693,72.85106898
1,0.2,665,0.2625,1,1.0,18.96904755,72.82118225
3,0.2,2000,2.95,0,1.0,19.2965525,72.8512179
1,0.2,565,0.55,0,1.0,19.2230835,72.9605102
2,0.2,792,0.83,0,1.0,19.2230835,72.9605102
1,0.2,565,0.55,0,1.0,19.2230835,72.9605102
1,0.2,488,0.97,0,1.0,19.1555943,72.8552537
1,0.2,503,1.09,0,1.0,19.1555943,72.8552537
2,0.2,587,1.75,1,1.0,19.20801926,72.81999969
2,0.2,587,1.75,1,1.0,19.20801926,72.81999969
2,0.2,587,1.75,1,1.0,19.20801926,72.81999969
2,0.2,561,1.6,1,1.0,19.20801926,72.81999969
2,0.2,561,1.6,1,1.0,19.20801926,72.81999969
2,0.2,548,1.55,1,1.0,19.20801926,72.81999969
2,0.2,548,1.55,1,1.0,19.20801926,72.81999969
2,0.2,587,1.75,1,1.0,19.20801926,72.81999969
2,0.2,587,1.75,1,1.0,19.20801926,72.81999969
2,0.2,561,1.6,1,1.0,19.20801926,72.81999969
2,0.2,561,1.6,1,1.0,19.20801926,72.81999969
2,0.2,548,1.55,1,1.0,19.20801926,72.81999969
2,0.2,548,1.55,1,1.0,19.20801926,72.81999969
2,0.2,580,1.68,1,1.0,19.20801926,72.81999969
2,0.2,580,1.68,1,1.0,19.20801926,72.81999969
1,0.2,400,1.15,1,1.0,19.20801926,72.81999969
1,0.2,400,1.15,1,1.0,19.20801926,72.81999969
3,0.2,762,2.1,1,1.0,19.20801926,72.81999969
3,0.2,762,2.1,1,1.0,19.20801926,72.81999969
1,0.2,665,0.63,1,1.0,19.2818141,72.8736396
2,0.2,867,1.75,0,1.0,19.2021993,72.8539851
1,0.2,628,1.27,0,1.0,19.2021993,72.8539851
1,0.2,605,1.25,0,1.0,19.2021993,72.8539851
1,0.2,580,1.23,0,1.0,19.2021993,72.8539851
1,0.2,521,1.11,0,1.0,19.2021993,72.8539851
1,0.2,650,0.475,0,0.0,19.2716475,72.9679614
3,0.2,1198,2.2,1,0.0,19.2520945,72.8520258
1,0.2,560,1.3,1,0.0,19.2247912,72.8449687
2,0.2,620,1.55,1,0.0,19.2163687,72.8539215
2,0.2,810,1.85,1,0.0,19.1925325,72.8393806
3,0.2,1140,2.6,1,1.0,19.258926,72.855103
1,0.2,518,1.3,1,0.0,18.56300545,73.90657806
1,0.2,530,1.35,0,1.0,18.56300545,73.90657806
1,0.2,580,1.3,1,0.0,18.56300545,73.90657806
3,0.2,1080,2.6,1,0.0,18.56300545,73.90657806
2,0.2,813,1.45,1,0.0,19.2129409,72.8372019
2,0.2,776,1.65,1,0.0,19.1119015,72.857852
2,0.2,810,1.85,1,0.0,19.1925325,72.8393806
2,0.2,689,1.53,1,1.0,19.1555943,72.8552537
2,0.2,900,1.45,1,0.0,19.2367036,72.8622836
2,0.2,830,1.9,1,0.0,19.0770874,72.9099121
1,0.2,600,0.1962,1,1.0,18.96602037,72.83980011
2,0.2,573,0.9107,1,1.0,19.2864133,72.8705818
1,0.2,396,0.62,1,1.0,19.2864133,72.8705818
2,0.2,485,0.7948000000000001,1,1.0,19.2864133,72.8705818
2,0.2,973,1.77,1,0.0,19.400036,72.8427149
1,0.2,775,0.65,1,0.0,19.272779,72.8601899
2,0.2,1268,2.35,1,0.0,19.02048492,73.00360107
2,0.2,810,1.97,0,1.0,19.1443882,72.95068359
1,0.2,429,0.82,0,1.0,18.96904755,72.82118225
2,0.2,636,1.24,0,1.0,18.96904755,72.82118225
1,0.2,429,0.82,0,1.0,18.96904755,72.82118225
2,0.2,636,1.24,0,1.0,18.96904755,72.82118225
1,0.2,429,0.82,0,1.0,18.96904755,72.82118225
1,0.2,429,0.82,0,1.0,18.96904755,72.82118225
2,0.2,636,1.24,0,1.0,18.96904755,72.82118225
2,0.2,636,1.24,0,1.0,18.96904755,72.82118225
2,0.2,1100,1.3,1,0.0,19.02048492,73.00360107
3,0.2,1800,3.2,1,0.0,19.1878744,72.8377811
3,0.2,1850,3.8,1,0.0,19.0090778,73.0165468
2,0.2,1300,1.8,1,0.0,19.0139998,73.0123423
3,0.2,1800,2.8,1,0.0,19.0139998,73.0123423
4,0.2,2800,6.0,1,0.0,19.02048492,73.00360107
3,0.2,1750,2.9,1,0.0,18.96904755,72.82118225
2,0.2,1250,2.4,1,0.0,19.0620607,73.0024042
5,0.2,3400,7.5,1,0.0,19.1512176,72.8488625
3,0.2,1800,3.3,1,0.0,19.0602921,73.0033769
